RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322439,20221109,F,60대,서울특별시,700만원 이상,2,3,16,50,15,5,20,10
53322490,20221109,F,60대,서울특별시,300만원 미만,3,2,19,20,10,60,5,5
53322536,20221109,F,40대,서울특별시,700만원 이상,2,4,18,10,40,30,20,0
53322583,20221109,F,60대,서울특별시,300만원 미만,2,4,18,20,20,10,40,10
53322714,20221109,M,20대,서울특별시,500이상700만원 미만,2,3,16,5,5,5,85,0
53322847,20221109,F,20대,서울특별시,700만원 이상,3,12,39,50,0,0,50,0
53322854,20221109,F,20대,서울특별시,700만원 이상,1,8,21,60,10,20,10,0
53322918,20221109,F,50대,서울특별시,700만원 이상,2,3,16,90,10,0,0,0
53323185,20221109,F,20대,서울특별시,무응답,2,0,10,50,20,10,20,0
53323388,20221109,F,60대,서울특별시,700만원 이상,1,2,9,80,0,0,20,0
53323483,20221109,M,20대,서울특별시,300만원 미만,1,7,19,50,30,10,10,0
53323573,20221109,F,20대,서울특별시,무응답,5,7,39,5,35,30,30,0
53323698,20221109,M,50대,서울특별시,300만원 미만,1,3,11,40,10,30,20,0
53323903,20221109,F,30대,충청북도,500이상700만원 미만,2,5,20,20,20,40,20,0
53324004,20221109,M,20대,전라남도,700만원 이상,2,2,14,100,0,0,0,0
53324100,20221109,M,30대,서울특별시,500이상700만원 미만,1,3,11,95,0,0,5,0
53324371,20221109,F,20대,서울특별시,무응답,1,16,37,50,20,10,20,0
53324391,20221109,F,30대,서울특별시,300이상500만원 미만,4,12,44,30,10,20,40,0
53324422,20221109,F,40대,서울특별시,300이상500만원 미만,7,10,55,70,0,0,0,30
53324884,20221109,F,60대,경기도,300만원 미만,2,2,14,10,30,10,30,20
53325200,20221109,M,60대,서울특별시,300이상500만원 미만,2,6,22,40,20,20,20,0
53325320,20221109,M,30대,서울특별시,300이상500만원 미만,2,2,14,10,30,50,10,0
53325412,20221109,F,30대,세종특별자치시,300만원 미만,3,10,35,30,10,10,50,0
53325421,20221109,M,20대,제주특별자치도,700만원 이상,1,2,9,70,0,30,0,0
53325778,20221109,M,20대,인천광역시,300만원 미만,3,6,27,50,0,40,10,0
53325978,20221109,F,40대,울산광역시,700만원 이상,2,6,22,30,30,10,30,0
53326046,20221109,M,40대,경기도,300이상500만원 미만,1,2,9,30,0,0,70,0
53326264,20221109,F,40대,경상남도,300만원 미만,0,1,2,60,0,30,10,0
53326387,20221109,F,30대,전라남도,300만원 미만,2,3,16,5,5,5,5,80
53326575,20221109,F,40대,서울특별시,500이상700만원 미만,1,3,11,50,20,10,20,0
53326684,20221109,M,50대,대전광역시,300이상500만원 미만,8,6,52,10,40,50,0,0
53326760,20221109,F,40대,세종특별자치시,700만원 이상,2,5,20,70,0,10,20,0
53327084,20221109,M,20대,경기도,700만원 이상,5,8,41,75,5,0,20,0
53327149,20221109,F,30대,전라북도,300이상500만원 미만,1,1,7,80,0,0,20,0
53327154,20221109,F,20대,경상북도,무응답,7,15,65,40,10,0,50,0
53327164,20221109,F,50대,충청북도,300만원 미만,2,2,14,0,30,20,50,0
53327248,20221109,F,60대,서울특별시,700만원 이상,2,2,14,50,20,20,10,0
53327587,20221109,F,50대,서울특별시,500이상700만원 미만,1,5,15,100,0,0,0,0
53327636,20221109,M,40대,대전광역시,500이상700만원 미만,3,12,39,70,0,20,10,0
53327849,20221109,M,60대,경상북도,300만원 미만,2,6,22,50,10,10,30,0
53328291,20221109,M,40대,경상남도,500이상700만원 미만,1,3,11,0,10,10,80,0
53328304,20221109,F,40대,경기도,300이상500만원 미만,1,1,7,100,0,0,0,0
53328469,20221109,F,60대,부산광역시,500이상700만원 미만,2,1,12,10,60,20,10,0
53328579,20221109,M,20대,경기도,700만원 이상,4,4,28,20,70,0,10,0
53328664,20221109,F,30대,인천광역시,300이상500만원 미만,1,5,15,60,10,10,20,0
53328897,20221109,F,40대,충청남도,700만원 이상,1,3,11,10,30,10,50,0
53328979,20221109,F,20대,경기도,300만원 미만,0,3,6,60,40,0,0,0
53329187,20221109,M,40대,경기도,300이상500만원 미만,1,8,21,50,50,0,0,0
53329256,20221109,M,40대,경기도,300이상500만원 미만,2,4,18,0,0,0,100,0
53329552,20221109,F,40대,부산광역시,500이상700만원 미만,0,2,4,0,100,0,0,0
53329566,20221109,F,20대,전라북도,500이상700만원 미만,3,5,25,30,10,20,40,0
53329675,20221109,F,40대,경기도,700만원 이상,4,10,40,80,0,0,20,0
53329688,20221109,F,50대,대전광역시,300이상500만원 미만,5,12,49,80,0,0,20,0
53329786,20221109,F,50대,강원도,500이상700만원 미만,2,6,22,30,30,20,20,0
53329812,20221109,M,50대,서울특별시,500이상700만원 미만,2,5,20,30,30,10,30,0
53329866,20221109,M,50대,서울특별시,500이상700만원 미만,3,7,29,10,30,20,40,0
53329955,20221109,F,60대,경기도,500이상700만원 미만,3,4,23,20,20,10,50,0
53330008,20221109,F,30대,부산광역시,300이상500만원 미만,4,12,44,30,10,30,30,0
53330114,20221109,F,40대,부산광역시,300만원 미만,1,10,25,50,0,0,50,0
53330201,20221109,M,30대,인천광역시,500이상700만원 미만,4,8,36,100,0,0,0,0
53330274,20221109,M,60대,부산광역시,300만원 미만,2,4,18,30,50,10,10,0
53330511,20221109,M,40대,서울특별시,500이상700만원 미만,1,2,9,0,40,10,50,0
53330515,20221109,F,20대,경상북도,300이상500만원 미만,2,2,14,30,50,10,10,0
53330537,20221109,F,40대,경기도,300이상500만원 미만,1,1,7,80,5,5,10,0
53330797,20221109,M,60대,경기도,300만원 미만,15,15,105,80,20,0,0,0
53330837,20221109,M,40대,경기도,700만원 이상,2,4,18,50,20,20,10,0
53330938,20221109,M,60대,경상남도,300만원 미만,7,8,51,20,40,20,20,0
53330944,20221109,M,50대,서울특별시,700만원 이상,2,3,16,30,20,20,30,0
53330957,20221109,M,20대,충청북도,700만원 이상,1,1,7,20,0,0,80,0
53330983,20221109,F,60대,경기도,700만원 이상,12,12,84,70,0,30,0,0
53331048,20221109,F,40대,대구광역시,300만원 미만,1,5,15,40,20,10,30,0
53331351,20221109,M,20대,경기도,300이상500만원 미만,4,10,40,70,0,0,30,0
53331432,20221109,M,60대,경기도,500이상700만원 미만,3,10,35,35,25,10,30,0
53331608,20221109,M,60대,강원도,300이상500만원 미만,3,3,21,0,0,0,50,50
53331657,20221109,M,20대,경기도,300만원 미만,3,8,31,30,10,10,50,0
53331704,20221109,F,60대,경상북도,300이상500만원 미만,1,1,7,10,0,10,50,30
53331784,20221109,M,60대,광주광역시,300만원 미만,10,10,70,40,20,10,30,0
53332046,20221109,M,20대,대구광역시,300만원 미만,8,8,56,85,0,5,10,0
53332063,20221109,M,40대,인천광역시,무응답,8,8,56,30,10,10,50,0
53332238,20221109,M,40대,경기도,700만원 이상,2,5,20,20,20,40,20,0
53332424,20221109,F,20대,경기도,700만원 이상,1,10,25,10,10,10,30,40
53332429,20221109,M,30대,경상남도,300이상500만원 미만,2,8,26,50,0,0,20,30
53332506,20221109,M,60대,광주광역시,300만원 미만,3,4,23,40,40,10,10,0
53332549,20221109,F,60대,경기도,500이상700만원 미만,2,5,20,5,15,50,20,10
53332589,20221109,M,50대,경기도,300만원 미만,0,8,16,10,70,10,10,0
53332681,20221109,M,20대,서울특별시,300이상500만원 미만,2,3,16,90,5,2,3,0
53332708,20221109,F,20대,인천광역시,300만원 미만,3,1,17,0,10,30,60,0
53332714,20221109,F,60대,울산광역시,500이상700만원 미만,2,3,16,20,30,30,1,19
53332791,20221109,M,30대,서울특별시,300만원 미만,3,5,25,30,40,0,30,0
53332803,20221109,M,30대,경기도,300이상500만원 미만,2,6,22,80,0,0,20,0
53332826,20221109,F,50대,경기도,500이상700만원 미만,5,2,29,20,40,10,30,0
53332828,20221109,M,40대,경기도,300이상500만원 미만,2,10,30,70,20,0,10,0
53333004,20221109,F,20대,경기도,300이상500만원 미만,8,12,64,20,20,10,50,0
53333091,20221109,F,20대,경기도,700만원 이상,4,9,38,60,0,0,40,0
53333170,20221109,F,60대,전라북도,300이상500만원 미만,4,3,26,40,10,20,30,0
53333254,20221109,F,50대,부산광역시,300이상500만원 미만,3,5,25,100,0,0,0,0
53333311,20221109,M,20대,부산광역시,무응답,1,3,11,20,30,30,20,0
53333331,20221109,M,30대,충청북도,500이상700만원 미만,1,4,13,50,20,20,10,0
53333341,20221109,M,20대,충청북도,300만원 미만,3,8,31,80,0,0,20,0
53333357,20221109,M,60대,경상남도,500이상700만원 미만,3,15,45,50,0,0,50,0
53333422,20221109,F,20대,경기도,300만원 미만,4,5,30,60,0,30,10,0
53333449,20221109,M,50대,전라북도,500이상700만원 미만,1,1,7,20,50,0,30,0
53333480,20221109,M,50대,충청남도,300만원 미만,6,8,46,70,0,10,20,0
53333602,20221109,M,30대,인천광역시,300이상500만원 미만,1,1,7,50,0,0,50,0
53333619,20221109,F,50대,경기도,300만원 미만,4,6,32,40,20,10,30,0
53333789,20221109,F,60대,광주광역시,300만원 미만,2,10,30,50,10,20,20,0
53333820,20221109,M,50대,경기도,700만원 이상,5,5,35,30,30,0,40,0
53333852,20221109,M,30대,경상남도,300만원 미만,2,8,26,40,35,5,20,0
53334030,20221109,F,50대,경기도,300이상500만원 미만,3,8,31,80,0,0,20,0
53334224,20221109,M,60대,서울특별시,700만원 이상,1,4,13,50,20,0,30,0
53334335,20221109,M,50대,경상남도,300이상500만원 미만,6,8,46,40,20,30,10,0
53334344,20221109,F,60대,부산광역시,300만원 미만,3,4,23,20,30,0,50,0
53334357,20221109,F,30대,서울특별시,300이상500만원 미만,0,0,0,100,0,0,0,0
53334375,20221109,F,30대,서울특별시,700만원 이상,2,7,24,5,40,20,35,0
53334398,20221109,M,40대,인천광역시,300이상500만원 미만,4,16,52,40,60,0,0,0
53334457,20221109,M,40대,인천광역시,300이상500만원 미만,1,6,17,50,30,0,20,0
53334508,20221109,M,20대,대전광역시,300만원 미만,2,5,20,10,10,20,60,0
53334543,20221109,F,30대,경기도,300이상500만원 미만,2,2,14,40,10,10,40,0
53334730,20221109,F,50대,충청남도,300이상500만원 미만,3,3,21,20,30,30,0,20
53334849,20221109,M,20대,경상남도,500이상700만원 미만,2,4,18,50,0,0,0,50
53335092,20221109,F,20대,강원도,700만원 이상,2,5,20,40,30,20,10,0
53335165,20221109,F,40대,경기도,500이상700만원 미만,3,3,21,70,0,30,0,0
53335232,20221109,F,50대,부산광역시,500이상700만원 미만,5,2,29,30,30,0,40,0
53335238,20221109,M,40대,대구광역시,300이상500만원 미만,1,2,9,30,30,20,20,0
53335420,20221109,M,40대,경상남도,500이상700만원 미만,4,8,36,10,20,50,20,0
53335459,20221109,M,50대,서울특별시,700만원 이상,2,4,18,20,40,20,20,0
53335551,20221109,F,40대,서울특별시,700만원 이상,3,5,25,50,0,20,30,0
53335631,20221109,M,30대,서울특별시,300이상500만원 미만,2,5,20,50,0,20,30,0
53335667,20221109,F,20대,광주광역시,무응답,3,8,31,40,30,0,30,0
53335807,20221109,F,50대,부산광역시,300만원 미만,1,2,9,100,0,0,0,0
53335918,20221109,F,60대,경상남도,500이상700만원 미만,5,5,35,30,20,20,30,0
53335945,20221109,F,50대,제주특별자치도,500이상700만원 미만,8,10,60,90,0,0,10,0
53336094,20221109,M,60대,대전광역시,300이상500만원 미만,2,10,30,15,70,10,5,0
53336172,20221109,M,60대,서울특별시,300이상500만원 미만,2,5,20,30,10,20,30,10
53336214,20221109,F,50대,경기도,700만원 이상,4,6,32,80,10,0,10,0
53336215,20221109,F,20대,경상남도,300이상500만원 미만,4,4,28,80,0,20,0,0
53336290,20221109,F,30대,전라남도,500이상700만원 미만,3,3,21,100,0,0,0,0
53336337,20221109,M,20대,전라북도,300이상500만원 미만,1,1,7,10,30,10,50,0
53336339,20221109,M,60대,전라남도,300이상500만원 미만,1,1,7,10,10,60,20,0
53336895,20221109,F,50대,강원도,500이상700만원 미만,2,8,26,30,30,20,20,0
53336959,20221109,F,60대,부산광역시,300이상500만원 미만,18,15,120,30,30,10,20,10
53336982,20221109,M,60대,울산광역시,500이상700만원 미만,3,8,31,50,20,20,10,0
53336983,20221109,F,60대,부산광역시,300이상500만원 미만,3,1,17,20,30,30,20,0
53337173,20221109,M,60대,경기도,700만원 이상,3,5,25,0,90,0,10,0
53337353,20221109,M,50대,대구광역시,300이상500만원 미만,1,8,21,0,90,0,0,10
53337362,20221109,M,30대,대전광역시,300만원 미만,2,4,18,40,30,0,30,0
53337436,20221109,M,60대,충청남도,700만원 이상,6,12,54,30,5,5,30,30
53337519,20221109,F,30대,경기도,300이상500만원 미만,5,8,41,10,0,90,0,0
53337552,20221109,M,60대,부산광역시,700만원 이상,5,12,49,40,40,0,20,0
53337806,20221109,F,60대,충청남도,700만원 이상,2,3,16,40,20,20,20,0
53337906,20221109,F,40대,전라남도,700만원 이상,3,2,19,30,50,0,20,0
53338032,20221109,F,60대,전라남도,300이상500만원 미만,1,5,15,20,30,50,0,0
53338077,20221109,F,60대,경기도,700만원 이상,3,18,51,10,0,10,80,0
53338096,20221109,M,60대,서울특별시,500이상700만원 미만,4,4,28,40,20,0,10,30
53338267,20221109,F,50대,충청북도,300이상500만원 미만,3,12,39,0,0,50,50,0
53338278,20221109,M,40대,서울특별시,700만원 이상,4,10,40,50,10,30,10,0
53338279,20221109,M,30대,경기도,500이상700만원 미만,2,2,14,30,30,20,20,0
53338331,20221109,F,30대,경기도,300만원 미만,1,9,23,30,60,0,10,0
53338385,20221109,M,40대,인천광역시,300만원 미만,10,4,58,30,60,5,5,0
53338443,20221109,M,30대,경기도,300이상500만원 미만,5,6,37,25,25,25,25,0
53338480,20221109,F,40대,울산광역시,300이상500만원 미만,3,2,19,50,50,0,0,0
53338583,20221109,F,20대,대구광역시,무응답,0,2,4,50,0,40,10,0
53338961,20221109,F,60대,인천광역시,500이상700만원 미만,2,4,18,30,0,20,0,50
53339028,20221109,F,20대,경기도,700만원 이상,2,2,14,80,0,0,20,0
53339175,20221109,F,50대,대전광역시,무응답,2,2,14,10,30,40,20,0
53339186,20221109,M,50대,충청남도,300이상500만원 미만,5,10,45,20,60,20,0,0
53339250,20221109,F,40대,충청남도,500이상700만원 미만,2,3,16,50,20,0,30,0
53339408,20221109,F,30대,경상북도,300만원 미만,2,8,26,40,10,10,40,0
53339611,20221109,F,30대,충청남도,500이상700만원 미만,1,4,13,90,0,5,5,0
53339822,20221109,F,30대,세종특별자치시,500이상700만원 미만,1,2,9,60,0,0,40,0
53339870,20221109,M,30대,인천광역시,300이상500만원 미만,3,6,27,80,5,5,10,0
53339886,20221109,M,40대,전라남도,300만원 미만,3,7,29,35,30,30,5,0
53339973,20221109,F,20대,경기도,500이상700만원 미만,3,8,31,20,20,60,0,0
53339992,20221109,F,60대,전라북도,300이상500만원 미만,3,0,15,20,50,10,20,0
53340043,20221109,F,40대,부산광역시,300이상500만원 미만,3,8,31,20,5,5,10,60
53340282,20221109,M,20대,경상남도,300이상500만원 미만,3,12,39,40,25,5,30,0
53340625,20221109,F,20대,충청남도,300이상500만원 미만,2,6,22,90,0,5,5,0
53340698,20221109,F,60대,충청북도,무응답,3,3,21,20,0,5,75,0
53340719,20221109,F,60대,전라남도,300만원 미만,3,3,21,0,0,50,50,0
53341088,20221109,M,50대,인천광역시,300만원 미만,3,6,27,20,30,10,20,20
53341203,20221109,M,60대,강원도,500이상700만원 미만,3,8,31,20,0,0,0,80
53341494,20221109,F,50대,경기도,300이상500만원 미만,5,5,35,70,20,0,10,0
53341607,20221109,F,40대,광주광역시,300만원 미만,4,6,32,80,20,0,0,0
53341755,20221109,M,40대,대구광역시,700만원 이상,2,5,20,30,30,0,40,0
53341874,20221109,M,60대,인천광역시,300이상500만원 미만,2,5,20,50,50,0,0,0
53341880,20221109,M,40대,인천광역시,500이상700만원 미만,1,8,21,0,40,20,0,40
53341941,20221109,M,20대,서울특별시,700만원 이상,2,4,18,50,10,10,30,0
53342151,20221109,F,30대,충청북도,500이상700만원 미만,4,10,40,70,10,10,10,0
53342162,20221109,F,30대,서울특별시,300이상500만원 미만,2,5,20,40,10,0,50,0
53342288,20221109,F,30대,강원도,무응답,1,1,7,30,40,0,30,0
53342409,20221109,F,50대,서울특별시,300만원 미만,10,10,70,10,10,10,60,10
53342481,20221109,M,60대,경상남도,300이상500만원 미만,2,12,34,20,30,10,40,0
53342656,20221109,M,50대,경상북도,700만원 이상,2,4,18,80,0,0,20,0
53342662,20221109,F,60대,경상남도,300만원 미만,1,5,15,30,10,30,30,0
53342685,20221109,M,40대,경기도,300만원 미만,3,10,35,0,100,0,0,0
53342688,20221109,M,60대,강원도,300이상500만원 미만,10,10,70,40,40,10,10,0
53342731,20221109,M,40대,경상남도,300만원 미만,3,7,29,70,20,5,5,0
53342777,20221109,F,50대,충청남도,300이상500만원 미만,3,3,21,20,0,30,50,0
53343043,20221109,F,40대,광주광역시,500이상700만원 미만,4,2,24,50,0,0,20,30
53343065,20221109,M,20대,경기도,무응답,15,15,105,100,0,0,0,0
53343167,20221109,M,30대,충청남도,300이상500만원 미만,1,2,9,60,20,10,10,0
53343273,20221109,F,50대,서울특별시,700만원 이상,2,3,16,70,10,10,10,0
53343352,20221109,M,30대,대전광역시,300이상500만원 미만,2,6,22,20,30,0,50,0
53343449,20221109,M,20대,제주특별자치도,300만원 미만,6,18,66,50,0,0,50,0
53343466,20221109,M,20대,서울특별시,300이상500만원 미만,4,12,44,10,10,60,20,0
53343566,20221109,F,60대,서울특별시,300이상500만원 미만,3,2,19,30,0,10,60,0
53343629,20221109,F,30대,충청남도,무응답,12,12,84,80,0,0,10,10
53343741,20221109,M,30대,충청남도,무응답,7,14,63,20,40,10,30,0
53343828,20221109,M,20대,충청남도,500이상700만원 미만,6,12,54,40,10,0,50,0
53343878,20221109,M,50대,충청남도,500이상700만원 미만,1,3,11,40,5,10,10,35
53343929,20221109,M,50대,제주특별자치도,300만원 미만,0,2,4,50,50,0,0,0
53343937,20221109,M,50대,경기도,500이상700만원 미만,2,2,14,0,0,0,100,0
53343969,20221109,M,50대,충청북도,700만원 이상,3,5,25,30,10,10,50,0
53344011,20221109,F,30대,경상남도,300만원 미만,2,5,20,90,0,0,10,0
53344019,20221109,M,60대,광주광역시,300만원 미만,5,12,49,40,20,0,40,0
53344078,20221109,M,50대,대구광역시,700만원 이상,5,8,41,0,50,50,0,0
53344458,20221109,M,30대,경기도,500이상700만원 미만,1,2,9,70,0,0,30,0
53344607,20221109,F,60대,경상남도,300만원 미만,1,9,23,20,30,0,20,30
53344640,20221109,F,30대,경기도,300이상500만원 미만,2,0,10,80,20,0,0,0
53344786,20221109,M,60대,서울특별시,300이상500만원 미만,0,4,8,0,0,80,20,0
53344884,20221109,M,60대,서울특별시,300만원 미만,4,4,28,20,40,10,30,0
53344925,20221109,F,20대,전라남도,300이상500만원 미만,5,10,45,40,0,10,5,45
53345010,20221109,F,60대,경상북도,300만원 미만,5,6,37,20,20,20,40,0
53345129,20221109,M,40대,경기도,300이상500만원 미만,0,4,8,30,30,30,10,0
53345228,20221109,F,60대,부산광역시,300만원 미만,5,5,35,50,50,0,0,0
53345371,20221109,F,50대,충청북도,300만원 미만,0,10,20,30,0,10,60,0
53345508,20221109,M,20대,인천광역시,무응답,5,5,35,90,1,2,7,0
53345754,20221109,F,30대,강원도,무응답,1,1,7,70,0,0,30,0
53346130,20221109,F,50대,경기도,300만원 미만,1,5,15,30,10,5,10,45
53346144,20221109,M,30대,부산광역시,300만원 미만,10,3,56,20,60,10,10,0
53346309,20221109,F,50대,인천광역시,무응답,2,2,14,80,10,0,10,0
53346310,20221109,M,40대,대구광역시,300이상500만원 미만,2,2,14,80,0,20,0,0
53346524,20221109,M,20대,대구광역시,300만원 미만,2,6,22,70,0,0,30,0
53346654,20221109,M,20대,경상남도,300만원 미만,3,6,27,99,0,0,1,0
53346851,20221109,M,50대,부산광역시,300만원 미만,4,8,36,70,0,0,30,0
53346877,20221109,F,20대,경기도,700만원 이상,3,12,39,10,10,40,40,0
53347097,20221109,M,20대,경상북도,무응답,6,12,54,80,10,0,10,0
53347124,20221109,M,30대,부산광역시,300만원 미만,3,8,31,20,30,10,40,0
53347385,20221109,F,40대,서울특별시,300이상500만원 미만,1,3,11,10,40,20,30,0
53347420,20221109,F,50대,경기도,700만원 이상,2,4,18,30,20,40,10,0
53347502,20221109,M,20대,충청북도,300만원 미만,5,10,45,30,30,20,20,0
53347684,20221109,M,50대,대전광역시,300만원 미만,2,3,16,20,20,20,20,20
53347913,20221109,F,30대,서울특별시,500이상700만원 미만,2,8,26,30,30,10,30,0
53348087,20221109,M,20대,경기도,700만원 이상,2,5,20,30,20,30,20,0
53348208,20221109,F,40대,강원도,500이상700만원 미만,2,3,16,20,20,10,50,0
53348277,20221109,F,40대,충청북도,300만원 미만,2,5,20,40,20,20,20,0
53348286,20221109,F,40대,인천광역시,300이상500만원 미만,1,8,21,50,0,0,50,0
53348299,20221109,F,60대,대구광역시,300만원 미만,2,4,18,20,50,20,10,0
53348331,20221109,F,30대,제주특별자치도,300만원 미만,5,5,35,50,20,30,0,0
53348625,20221109,M,50대,경기도,500이상700만원 미만,2,5,20,25,25,25,25,0
53348853,20221109,F,30대,광주광역시,300만원 미만,3,10,35,80,20,0,0,0
53349161,20221109,F,30대,경기도,300만원 미만,2,8,26,20,50,30,0,0
53349252,20221109,M,60대,경기도,300만원 미만,10,10,70,60,10,0,0,30
53349379,20221109,M,40대,경기도,300이상500만원 미만,1,10,25,80,10,5,5,0
53349475,20221109,F,50대,대구광역시,700만원 이상,1,1,7,20,50,0,30,0
53349526,20221109,M,40대,부산광역시,300만원 미만,2,8,26,90,5,0,5,0
53349569,20221109,M,60대,부산광역시,300이상500만원 미만,6,14,58,70,0,0,30,0
53349652,20221109,M,30대,경기도,300이상500만원 미만,3,6,27,90,5,0,5,0
53349668,20221109,F,30대,부산광역시,300만원 미만,3,12,39,20,0,80,0,0
53350151,20221109,M,20대,강원도,300만원 미만,2,6,22,70,5,5,10,10
53350157,20221109,M,40대,대전광역시,300이상500만원 미만,5,10,45,30,30,40,0,0
